country,region,sub_region,county,measure,year,value
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Ebböl: szelektív gyüjtéssel elszállított hulladék,2013,9115
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2006,442
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2007,659
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2008,802
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2009,795
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2010,385
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2011,36
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2012,29
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Ebböl: szelektív gyüjtéssel elszállított hulladék,2013,29
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2006,67070
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2007,7146
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2008,4802
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2009,2844
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2010,3135
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2011,2259
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2012,23
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Ebböl: szelektív gyüjtéssel elszállított hulladék,2013,23
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2006,484
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2007,250
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2008,177
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2009,494
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2010,4216
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2011,2670
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2012,584
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Ebböl: szelektív gyüjtéssel elszállított hulladék,2013,584
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2006,0
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2007,0
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2008,0
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2009,27
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2010,359
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2011,223
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2012,218
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Ebböl: szelektív gyüjtéssel elszállított hulladék,2013,218
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2006,2716
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2007,5461
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2008,6614
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2009,5857
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2010,2031
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2011,1489
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2012,1348
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Ebböl: szelektív gyüjtéssel elszállított hulladék,2013,1348
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2006,55332
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2007,37165
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2008,35222
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2009,24768
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2010,21558
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2011,27737
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2012,23454
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterület tisztításból származó elszállított hulladék,2013,23454
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2006,4095
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2007,10104
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2008,10079
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2009,6962
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2010,11814
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2011,3872
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2012,5424
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterület tisztításból származó elszállított hulladék,2013,5424
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2006,1924
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2007,2240
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2008,1566
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2009,1347
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2010,1306
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2011,2352
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2012,1032
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterület tisztításból származó elszállított hulladék,2013,1032
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2006,1062
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2007,1394
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2008,1333
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2009,2323
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2010,7533
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2011,2520
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2012,4431
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterület tisztításból származó elszállított hulladék,2013,4431
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2006,3669
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2007,3090
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2008,2794
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2009,2640
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2010,2407
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2011,1572
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2012,1987
Magyarország,Dunántúl,Közép-Dunántúl,Veszprém,Közterület tisztításból származó elszállított hulladék,2013,1987
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2006,6966
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2007,5132
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2008,5204
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2009,3023
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2010,2339
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2011,2161
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2012,2026
Magyarország,Dunántúl,Nyugat-Dunántúl,Gyõr-Moson-Sopron,Közterület tisztításból származó elszállított hulladék,2013,2026
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2006,1444
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2007,2170
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2008,1806
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2009,1333
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2010,1113
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2011,1108
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2012,822
Magyarország,Dunántúl,Nyugat-Dunántúl,Vas,Közterület tisztításból származó elszállított hulladék,2013,822
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2006,3810
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2007,3918
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2008,3637
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2009,3264
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2010,2973
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2011,1609
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2012,2782
Magyarország,Dunántúl,Nyugat-Dunántúl,Zala,Közterület tisztításból származó elszállított hulladék,2013,2782
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2006,2436
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2007,4802
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2008,4128
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2009,4121
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2010,4665
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2011,2884
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2012,3081
Magyarország,Dunántúl,Dél-Dunántúl,Baranya,Közterület tisztításból származó elszállított hulladék,2013,3081
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2006,1724
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2007,1619
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2008,2232
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2009,2160
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2010,1682
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2011,984
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2012,903
Magyarország,Dunántúl,Dél-Dunántúl,Somogy,Közterület tisztításból származó elszállított hulladék,2013,903
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2006,1432
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2007,3104
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2008,2216
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2009,2385
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2010,2071
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2011,2044
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2012,1574
Magyarország,Dunántúl,Dél-Dunántúl,Tolna,Közterület tisztításból származó elszállított hulladék,2013,1574
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2006,6006
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2007,5928
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2008,10047
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2009,11551
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2010,8972
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2011,8377
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2012,7850
Magyarország,Alföld és Észak,Észak-Magyarország,Borsod-Abaúj-Zemplén,Közterület tisztításból származó elszállított hulladék,2013,7850
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2006,1154
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2007,1140
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2008,1229
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2009,1131
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2010,1150
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2011,1007
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2012,600
Magyarország,Alföld és Észak,Észak-Magyarország,Heves,Közterület tisztításból származó elszállított hulladék,2013,600
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2006,2269
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2007,2037
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2008,1763
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2009,1798
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2010,1602
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2011,3367
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2012,1323
Magyarország,Alföld és Észak,Észak-Magyarország,Nógrád,Közterület tisztításból származó elszállított hulladék,2013,1323
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2006,6732
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2007,7098
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2008,6318
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2009,6669
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2010,5644
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2011,4976
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2012,5540
Magyarország,Alföld és Észak,Észak-Alföld,Hajdú-Bihar,Közterület tisztításból származó elszállított hulladék,2013,5540
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2006,1731
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2007,1889
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2008,1839
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2009,2144
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2010,1560
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2011,1198
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2012,1203
Magyarország,Alföld és Észak,Észak-Alföld,Jász-Nagykun-Szolnok,Közterület tisztításból származó elszállított hulladék,2013,1203
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2006,5905
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2007,4400
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2008,5072
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2009,3998
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2010,5378
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2011,718
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2012,579
Magyarország,Alföld és Észak,Észak-Alföld,Szabolcs-Szatmár-Bereg,Közterület tisztításból származó elszállított hulladék,2013,579
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2006,7239
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2007,5148
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2008,4755
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2009,1365
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2010,1773
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2011,1489
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2012,1258
Magyarország,Alföld és Észak,Dél-Alföld,Bács-Kiskun,Közterület tisztításból származó elszállított hulladék,2013,1258
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2006,1094
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2007,1281
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2008,833
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2009,727
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2010,656
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2011,1628
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2012,2084
Magyarország,Alföld és Észak,Dél-Alföld,Békés,Közterület tisztításból származó elszállított hulladék,2013,2084
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2006,7414
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2007,7434
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2008,7642
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2009,8461
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2010,6082
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2011,6988
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2012,6455
Magyarország,Alföld és Észak,Dél-Alföld,Csongrád,Közterület tisztításból származó elszállított hulladék,2013,6455
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2006,21145
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2007,29660
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2008,24478
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2009,22691
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2010,19746
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2011,20229
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2012,28723
Magyarország,Dunántúl,Közép-Magyarország,Budapest,Közterületen szelektíven gyüjtött hulladék,2013,28723
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2006,12130
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2007,12526
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2008,10150
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2009,8348
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2010,12692
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2011,9283
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2012,8528
Magyarország,Dunántúl,Közép-Magyarország,Pest ,Közterületen szelektíven gyüjtött hulladék,2013,8528
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2006,3799
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2007,5261
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2008,4386
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2009,4178
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2010,4312
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2011,4044
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2012,5120
Magyarország,Dunántúl,Közép-Dunántúl,Fejér,Közterületen szelektíven gyüjtött hulladék,2013,5120
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2006,1963
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2007,2118
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2008,2169
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2009,2419
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2010,2424
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2011,2153
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2012,2120
Magyarország,Dunántúl,Közép-Dunántúl,Komárom- Esztergom ,Közterületen szelektíven gyüjtött hulladék,2013,2120
